name,name_order,name_section,sort_key
The Fixer (Bonus Track),1086632574983123239,19,"b'0P82\x044:X2L\x04\t\x8e,FDRN\x04PL*.>\t\x90\x01\x1b\x01\xdc\xc3\xdc\xc0\xdc\xc1\xdc\t\x00'"
The Glitch Mob,1150809240135309392,19,"b'0P82\x046@:P.8\x04BF,\x01\x12\x01\xdc\xc3\xdc\xc0\xdc\x06\x00'"
"The Good, the Bad, the Ugly (feat. Kanye West)",1160702768744050228,19,"b'0P82\x046FF0\x06\x04P82\x04,*0\x06\x04P82\x04R6@Z\x04\t\x8e42*P\x08\x04>*DZ2\x04V2NP\t\x90\x01%\x11\x01\xdc\xc3\xdc\xbd\xdc\xbe\xdc\xbb\xdc\xc1\xe0\x08\x00'"
The Grand (Mixed),1170341936200843976,19,b'0P82\x046L*D0\x04\t\x8eB:X20\t\x90\x01\x15\x01\xdc\xc3\xdc\xc0\xdc\t\x00'
The Greeting Song,1184369848793170572,19,b'0P82\x046L22P:D6\x04NFD6\x01\x15\x01\xdc\xc3\xdc\xbe\xdc\x07\x00'
The Man,1468338809856797830,19,b'0P82\x04B*D\x01\x0b\x01\xdc\xc3\xdc\x06\x00'
The Notorious B.I.G.,1512958887007463654,19,"b'0P82\x04DFPFL:FRN\x04,\x08:\x086\x08\x01\x18\x01\xdc\xc3\xdc\xbd\xdc\xc5\xdc\xc5\xdc\x05\x00'"
"The Notorious B.I.G., Andy Armer, D-Dot, Randy Alpert, Ricky Walters, R.Lawrence, Ronald Lawrence & Sean ""Puffy"" Combs",1521468031212672064,19,"b'0P82\x04DFPFL:FRN\x04,\x08:\x086\x08\x06\x04*D0Z\x04*LB2L\x06\x040\x05\x0e0FP\x06\x04L*D0Z\x04*@H2LP\x06\x04L:.>Z\x04V*@P2LN\x06\x04L\x08@*VL2D.2\x06\x04LFD*@0\x04@*VL2D.2\x04\n\x90\x04N2*D\x04\txHR44Z\tx\x04.FB,N\x01%%%\x17\x01\xdc\xc3\xdc\xbd\xdc\xc5\xdc\xc5\xdc\xc3\xdc\xc2\xdc\xc0\xdc\xc5\xdc\xc2\xdc\xc1\xdc\xbf\xdc\xc1\xe0\xbe\xdc\xc5\xdc\xbd\xdc\xc0\xdc\xbc\xdc\xc1\xdc\xc0\xdc\x08\x00'"
"The Notorious B.I.G., Bernard Edwards, Mason Betha, Nile Gregory Rodgers, Sean ""Puffy"" Combs & Stevie J.",1529126260997359634,19,"b'0P82\x04DFPFL:FRN\x04,\x08:\x086\x08\x06\x04,2LD*L0\x0420V*L0N\x06\x04B*NFD\x04,2P8*\x06\x04D:@2\x046L26FLZ\x04LF062LN\x06\x04N2*D\x04\txHR44Z\tx\x04.FB,N\x04\n\x90\x04NP2T:2\x04<\x08\x01%%%\t\x01\xdc\xc3\xdc\xbd\xdc\xc5\xdc\xc5\xdc\xc3\xdc\xbf\xdc\xbe\xdc\xc1\xdc\xc0\xdc\xc2\xdc\xbf\xdc\xbe\xdc\xc1\xdc\xc0\xdc\xbf\xdc\xc0\xdc\x05\x00'"
The Rising Tied (Deluxe Version),1689901404314258560,19,b'0P82\x04L:N:D6\x04P:20\x04\t\x8e02@RX2\x04T2LN:FD\t\x90\x01$\x01\xdc\xc3\xdc\xc0\xdc\xc1\xdc\xc0\xdc\x0b\x00'
The Rookie,1694611429316746097,19,b'0P82\x04LFF>:2\x01\x0e\x01\xdc\xc3\xdc\t\x00'
The Rookie - Single,1698850451818984889,19,b'0P82\x04LFF>:2\x04\x05\x0e\x04N:D6@2\x01\x17\x01\xdc\xc3\xdc\xbe\xdc\t\x00'
The Show Goes On,1733186534087118677,19,b'0P82\x04N8FV\x046F2N\x04FD\x01\x14\x01\xdc\xc3\xdc\xc2\xdc\xc2\xdc\x05\x00'
The Sweet,1754603159889920298,19,b'0P82\x04NV22P\x01\r\x01\xdc\xc3\xdc\x08\x00'
The World Is Yours,1795442179985470844,19,b'0P82\x04VFL@0\x04:N\x04ZFRLN\x01\x16\x01\xdc\xc3\xe0\xc1\xdc\xc4\xdc\x08\x00'
The Worst Part...,1798612962381428232,19,b'0P82\x04VFLNP\x04H*LP\x08\x08\x08\x01\x15\x01\xdc\xc3\xe0\xc1\xdc\n\x00'
They Reminisce Over You,2512309117720953588,19,b'0P82Z\x04L2B:D:N.2\x04FT2L\x04ZFR\x01\x1b\x01\xdc\xc2\xdc\xbd\xdc\xc2\xdc\x06\x00'
This D.J. (feat. OGLB),2561325898284508708,19,"b'0P8:N\x040\x08<\x08\x04\t\x8e42*P\x08\x04F6@,\t\x90\x01\x1a\x01\xdc\xc2\xdc\xc5\xdc\xbd\xdc\xdc\xdc\xdc\x05\x00'"
Till I Collapse (feat. Nate Dogg),3062386321823074864,19,b'0P:@@\x04:\x04.F@@*HN2\x04\t\x8e42*P\x08\x04D*P2\x040F66\t\x90\x01%\x01\xdc\xc2\xdc\xc5\xdc\xb7\xdc\xc2\xdc\x08\x00'
'Till I Collapse (feat. Nate Dogg),3067287999879430744,19,b'0P:@@\x04:\x04.F@@*HN2\x04\t\x8e42*P\x08\x04D*P2\x040F66\t\x90\x01%\x01\xdc\xc2\xdc\xc5\xdc\xb7\xdc\xc2\xdc\x08\x00'
Tom Rowlands & Edmund Simons,3182014139476984504,19,b'0PFB\x04LFV@*D0N\x04\n\x90\x0420BRD0\x04N:BFDN\x01 \x01\xdc\xc3\xdc\xbc\xdc\xc0\xdc\t\x00'
"Tony Kanal, Eric Stefani & Gwen Stefani",3183135972053065000,19,b'0PFDZ\x04>*D*@\x06\x042L:.\x04NP24*D:\x04\n\x90\x046V2D\x04NP24*D:\x01%\n\x01\xdc\xc2\xdc\xc0\xdc\xc2\xdc\xbd\xdc\xc2\xdc\n\x00'
Torcida 2018 - Nacional E Internacional,3184382452693154440,19,b'0PFL.:0*\x04\x0fS\xa8\x04\x05\x0e\x04D*.:FD*@\x042\x04:DP2LD*.:FD*@\x01%\x07\x01\xdc\xbb\xdc\xbe\xdc\xc5\xdc\x10\x00'
Touch the Sky (feat. Lupe Fiasco),3185006106661627568,19,b'0PFR.8\x04P82\x04N>Z\x04\t\x8e42*P\x08\x04@RH2\x044:*N.F\t\x90\x01%\x01\xdc\xbd\xdc\xbc\xdc\xc2\xdc\n\x00'
Tragic Kingdom,3189097900348779738,19,b'0PL*6:.\x04>:D60FB\x01\x12\x01\xdc\xc0\xdc\n\x00'
Travellin' Man,3189552544091796657,19,b'0PL*T2@@:D\tj\x04B*D\x01\x12\x01\xdc\xbc\xdc\x06\x00'
Travellin' Man (feat. Mos Def ) [Remastered] - EP,3189603060063242982,19,b'0PL*T2@@:D\tj\x04B*D\x04\t\x8e42*P\x08\x04BFN\x04024\x04\t\x90\x04\t\x92L2B*NP2L20\t\x94\x04\x05\x0e\x042H\x01%\x14\x01\xdc\xbc\xdc\xbc\xdc\xc3\xdc\xc0\xdc\xb9\xdc\xdc\x00'
Trending Topics: March Madness,3190057703806259913,19,"b'0PL2D0:D6\x04PFH:.N\x076\x04B*L.8\x04B*0D2NN\x01""\x01\xdc\xbe\xdc\xbf\xdc\xc1\xdc\n\x00'"
Tribe Called Quest,3190184511089763624,19,"b'0PL:,2\x04.*@@20\x04JR2NP\x01\x16\x01\xdc\xc1\xdc\xc0\xe0\x08\x00'"
Trip Like I Do,3190198600787930704,19,b'0PL:H\x04@:>2\x04:\x040F\x01\x12\x01\xdc\xc2\xdc\xc2\xdc\xc5\xdc\x05\x00'
"Tupac Shakur, R. Walker, L. Patterson, T. Curry, O. Jackson, G. Clinton, Jr., W. Collins, B. Worrell & A. Wheaton",3200778764720173252,19,"b'0PRH*.\x04N8*>RL\x06\x04L\x08\x04V*@>2L\x06\x04@\x08\x04H*PP2LNFD\x06\x04P\x08\x04.RLLZ\x06\x04F\x08\x04<*.>NFD\x06\x046\x08\x04.@:DPFD\x06\x04<L\x08\x06\x04V\x08\x04.F@@:DN\x06\x04,\x08\x04VFLL2@@\x04\n\x90\x04*\x08\x04V82*PFD\x01%%%\x12\x01\xdc\xc1\xdc\xbf\xdc\xc4\xe0\xbf\xdc\xc4\xdc\xbc\xdc\xc4\xdc\xc0\xdc\xc4\xdc\xbe\xdc\xc4\xdc\xbe\xdc\xc2\xe0\xc4\xdc\xbe\xdc\xc4\xe0\xbd\xdc\xc4\xe0\n\x00'"
Tweekend,3207450203854948958,19,b'0PV22>2D0\x01\x0c\x01\xdc\x0b\x00'
Twenty Five Miles,3222598294184305802,19,b'0PV2DPZ\x044:T2\x04B:@2N\x01\x15\x01\xdc\xc0\xdc\xc2\xdc\x08\x00'
Unsung: The Best of Helmet 1991-1997,3361827808366302240,20,"b'0RDNRD6\x076\x04P82\x04,2NP\x04F4\x0482@B2P\x04\x0fS\x8d\x05\x0e\x0fS\x93\x01""\x01\xdc\xbf\xdc\xc3\xdc\xbf\xdc\r\x00'"
Until Now,3362149664057167163,20,b'0RDP:@\x04DFV\x01\r\x01\xdc\xc1\xdc\x06\x00'
Up All Night,3388219975017225795,20,b'0RH\x04*@@\x04D:68P\x01\x10\x01\xdc\xc4\xdc\xc3\xdc\x08\x00'
Uptown Funk (feat. Bruno Mars),3396144001897457050,20,"b'0RHPFVD\x044RD>\x04\t\x8e42*P\x08\x04,LRDF\x04B*LN\t\x90\x01""\x01\xdc\xc0\xdc\xbb\xdc\xc1\xdc\x08\x00'"
Uptown Funk (feat. Bruno Mars) - Single,3397450038085009767,20,"b'0RHPFVD\x044RD>\x04\t\x8e42*P\x08\x04,LRDF\x04B*LN\t\x90\x04\x05\x0e\x04N:D6@2\x01%\n\x01\xdc\xc0\xdc\xbb\xdc\xc1\xdc\xbf\xdc\t\x00'"
Use Somebody,3408028931204186785,20,"b'0RN2\x04NFB2,F0Z\x01\x10\x01\xdc\xc3\xdc\x0b\x00'"
Usher,3409204363772984296,20,b'0RN82L\x01\t\x01\xdc\x08\x00'
Van Halen,3526747620652730760,21,b'0T*D\x048*@2D\x01\r\x01\xdc\xc3\xdc\x08\x00'
Various Artists,3539807982528258892,21,b'0T*L:FRN\x04*LP:NPN\x01\x13\x01\xdc\xbf\xdc\n\x00'
Vegas,3547826075797688012,21,b'0T26*N\x01\t\x01\xdc\x08\x00'
Viva La Vida,3571993551614751778,21,b'0T:T*\x04@*\x04T:0*\x01\x10\x01\xdc\xc2\xdc\xc4\xdc\x07\x00'
Viva La Vida (Prospekt's March Edition),3586449050597564478,21,b'0T:T*\x04@*\x04T:0*\x04\t\x8eHLFNH2>P\tjN\x04B*L.8\x0420:P:FD\t\x90\x01%\n\x01\xdc\xc2\xdc\xc4\xdc\xc1\xdc\xbc\xdc\xc1\xdc\x0b\x00'
Voyager,3599458999682095910,21,b'0TFZ*62L\x01\x0b\x01\xdc\n\x00'
Walter Becker & Donald Fagen,3721214647396466337,22,"b'0V*@P2L\x04,2.>2L\x04\n\x90\x040FD*@0\x044*62D\x01 \x01\xe0\xc0\xdc\xbe\xdc\xc0\xdc\x08\x00'"
Warped,3763209600978752096,22,b'0V*LH20\x01\n\x01\xe0\t\x00'
Warren G,3768394163149404688,22,b'0V*LL2D\x046\x01\x0c\x01\xe0\xc0\xdc\x00'
Warriorz,3769261055369314755,22,b'0V*LL:FL\\\x01\x0c\x01\xe0\x0b\x00'
Wayne's World (Music from the Motion Picture),3780402926977118156,22,b'0V*ZD2\tjN\x04VFL@0\x04\t\x8eBRN:.\x044LFB\x04P82\x04BFP:FD\x04H:.PRL2\t\x90\x01%\x10\x01\xe0\xbf\xe0\xc0\xdc\xb8\xdc\xc0\xdc\x0b\x00'
We Found Love (feat. Calvin Harris),3810461501634632312,22,b'0V2\x044FRD0\x04@FT2\x04\t\x8e42*P\x08\x04.*@T:D\x048*LL:N\t\x90\x01%\x06\x01\xe0\xc4\xdc\xc1\xdc\xbb\xdc\xc0\xdc\n\x00'
What U See Is What U Get,3823120239990621233,22,b'0V8*P\x04R\x04N22\x04:N\x04V8*P\x04R\x0462P\x01\x1c\x01\xe0\xc2\xdc\xc5\xdc\xc3\xdc\xc4\xe0\xc2\xdc\xc5\xdc\x06\x00'
What We Do (feat. JAY-Z & Beanie Sigel),3823219660026322191,22,"b'0V8*P\x04V2\x040F\x04\t\x8e42*P\x08\x04<*Z\x05\x0e\\\x04\n\x90\x04,2*D:2\x04N:62@\t\x90\x01%\n\x01\xe0\xc2\xe0\xc4\xdc\xbd\xdc\xdc\xdc\xc5\xdc\xc3\xdc\xc0\xdc\t\x00'"
What's My Name,3824114440347630818,22,b'0V8*P\tjN\x04BZ\x04D*B2\x01\x12\x01\xe0\xc0\xdc\xc4\xdc\x07\x00'
Where Have You Been,3826460081619233922,22,"b'0V82L2\x048*T2\x04ZFR\x04,22D\x01\x17\x01\xe0\xc1\xdc\xc2\xdc\xc3\xdc\x07\x00'"
Wild Ones,3829237182095410547,22,b'0V:@0\x04FD2N\x01\r\x01\xe0\xc2\xdc\x07\x00'
Will Smith,3830859441477791398,22,b'0V:@@\x04NB:P8\x01\x0e\x01\xe0\xc2\xdc\x08\x00'
Will Smith: Greatest Hits,3832319474921934164,22,b'0V:@@\x04NB:P8\x076\x046L2*P2NP\x048:PN\x01\x1d\x01\xe0\xc2\xdc\xc0\xdc\xbe\xdc\x07\x00'
Wolfmother,3845459775919219086,22,b'0VF@4BFP82L\x01\x0e\x01\xe0\r\x00'
Wolfmother (10th Anniversary Deluxe Edition),3845670883633663366,22,b'0VF@4BFP82L\x04\t\x8e\x0f\x0cP8\x04*DD:T2LN*LZ\x0402@RX2\x0420:P:FD\t\x90\x01%\x0e\x01\xe0\xb7\xdc\xbb\xdc\xc0\xdc\x0b\x00'
Wonderland (Bonus Track Version),3847570853063661908,22,"b'0VFD02L@*D0\x04\t\x8e,FDRN\x04PL*.>\x04T2LN:FD\t\x90\x01$\x01\xe0\xbb\xdc\xc1\xdc\xc1\xdc\x0b\x00'"
Word to the Third,3850276124782838166,22,b'0VFL0\x04PF\x04P82\x04P8:L0\x01\x15\x01\xe0\xbb\xdc\x08\x00'
World Is Yours,3850576710529413314,22,b'0VFL@0\x04:N\x04ZFRLN\x01\x12\x01\xe0\xc1\xdc\xc4\xdc\x08\x00'
Worst Part...,3853281982248589579,22,b'0VFLNP\x04H*LP\x08\x08\x08\x01\x11\x01\xe0\xc1\xdc\n\x00'
Wu-Tang Clan,3877629427721175988,22,b'0VR\x05\x0eP*D6\x04.@*D\x01\x10\x01\xe0\xc4\xdc\xc2\xdc\x07\x00'
Wu-Tang Forever,3904682144912938664,22,b'0VR\x05\x0eP*D6\x044FL2T2L\x01\x13\x01\xe0\xc4\xdc\xc2\xdc\n\x00'
"""X""",4010376650884592760,23,b'0X\tx\x01\x06\x01\xdc\x05\x00'
"X""",4012367124288406585,23,b'0X\tx\x01\x06\x01\xdc\x05\x00'
Xzibit,4030281384922731016,23,"b'0X\\:,:P\x01\n\x01\xdc\t\x00'"
You Lot,4163774963916232208,24,b'0ZFR\x04@FP\x01\x0b\x01\xdc\xc3\xdc\x06\x00'
You Made It (feat. Chris James),4165510337724835412,24,b'0ZFR\x04B*02\x04:P\x04\t\x8e42*P\x08\x04.8L:N\x04<*B2N\t\x90\x01#\x01\xdc\xc3\xdc\xc2\xdc\xbd\xdc\xc1\xdc\t\x00'
You Never Knew,4181128702002263836,24,b'0ZFR\x04D2T2L\x04>D2V\x01\x12\x01\xdc\xc3\xdc\xc1\xdc\x07\x00'
1nce Again (feat. Tammy Lucas),5693771897360885824,26,"b'1\x0f\x03D.2\x04*6*:D\x04\t\x8e42*P\x08\x04P*BBZ\x04@R.*N\t\x90\x01""\x01\xc1\xdc\xba\xdc\xc1\xdc\t\x00'"
2Pac,5846224999234453824,26,b'1\x0f\x04H*.\x01\x08\x01\xc5\xdc\x06\x00'
3rd Bass,5859945778403072728,26,"b'1\x0f\x05L0\x04,*NN\x01\x0c\x01\xc2\xdc\x07\x00'"
3rd Eye Vision,5861470309421808642,26,b'1\x0f\x05L0\x042Z2\x04T:N:FD\x01\x12\x01\xc2\xdc\xc3\xdc\t\x00'
18 Months,5998678101108002176,26,b'1\x0f\x14\x04BFDP8N\x01\x0c\x01\xc4\xdc\t\x00'
19 Naughty III,6015617334649507648,26,b'1\x0f\x15\x04D*R68PZ\x04:::\x01\x11\x01\xc4\xdc\xbf\xdc\xdc\xdc\x00'
24K Magic,6033491078689410804,26,b'1\x0f\x1a>\x04B*6:.\x01\x0c\x01\xc5\xdc\xc5\xdc\x08\x00'
25 Miles,6036139800046299488,26,b'1\x0f\x1b\x04B:@2N\x01\x0b\x01\xc4\xdc\x08\x00'
40 Dayz & 40 Nightz,6087445273687459840,26,b'1\x0f*\x040*Z\\\x04\n\x90\x04\x0f*\x04D:68P\\\x01\x15\x01\xc4\xdc\xbe\xdc\t\x00'
90s Rap,6243565045269756508,26,b'1\x0fL\x12N\x04L*H\x01\n\x01\xc3\xdc\x06\x00'
99 Problems,6260504278811265188,26,"b'1\x0fL\x1b\x04HLF,@2BN\x01\x0e\x01\xc4\xdc\x0b\x00'"
2001,7379458980941685440,26,b'1\x0fS\x97\x01\x05\x01\x05\x00'
"Monday, March 30th, 2020",4211969599,12,b'0BFD0*Z\x06\x04B*L.8\x04\x0f P8\x06\x04\x0fS\xaa\x01\x18\x01\xdc\xbf\xdc\x0f\x00'
"Saturday, March 28th, 2020",675858243686443284,18,b'0N*PRL0*Z\x06\x04B*L.8\x04\x0f\x1eP8\x06\x04\x0fS\xaa\x01\x1a\x01\xdc\xbd\xdc\x0f\x00'
BONUS: 1918 Flu,3898014014,1,"b'0,FDRN\x076\x04\x0fSD\x044@R\x01\x10\x01\xdc\xdc\xdc\xdc\xdc\xc2\xdc\x06\x00'"
BONUS: Listen To NPR's New Daily Update On Coronavirus News,3898020500,1,"b'0,FDRN\x076\x04@:NP2D\x04PF\x04DHL\tjN\x04D2V\x040*:@Z\x04RH0*P2\x04FD\x04.FLFD*T:LRN\x04D2VN\x01%\x1e\x01\xdc\xdc\xdc\xdc\xdc\xc4\xdc\xc0\xdc\xc4\xdc\xdc\xdc\xc3\xdc\xc3\xdc\xc1\xdc\xc0\xdc\xc4\xdc\xbb\xdc\x07\x00'"
DFSP # 215 - CMSTP Forensics,3964295585,3,b'004NH\x04\n\x94\x04\x0fL\x8f\x04\x05\x0e\x04.BNPH\x044FL2DN:.N\x01\x1e\x01\xdc\xdc\xdc\xdc\xbf\xdc\xdc\xdc\xdc\xdc\xc5\xdc\x0c\x00'
"Wednesday, April 1, 2020",3813801343263244996,22,b'0V20D2N0*Z\x06\x04*HL:@\x04\x0f\x03\x06\x04\x0fS\xaa\x01\x19\x01\xe0\xbc\xdc\r\x00'
"Tuesday, March 31st, 2020",3199762787485944480,19,b'0PR2N0*Z\x06\x04B*L.8\x04\x0f!NP\x06\x04\x0fS\xaa\x01\x19\x01\xdc\xbe\xdc\x0f\x00'
"Thursday, April 2nd, 2020",2615788987799570720,19,b'0P8RLN0*Z\x06\x04*HL:@\x04\x0f\x04D0\x06\x04\x0fS\xaa\x01\x1a\x01\xdc\xbd\xdc\x0f\x00'
Episode 262: Use your wearable data to detect COVID-19,3992783938,4,"b'02H:NF02\x04\x0fL\xbe\x076\x04RN2\x04ZFRL\x04V2*L*,@2\x040*P*\x04PF\x0402P2.P\x04.FT:0\x05\x0e\x0f\x15\x01%\x16\x01\xdc\xbc\xdc\xa6\xdc\xdc\xdc\xdc\xdc\x06\x00'"
Phill Moore,4293870193,15,b'0H8:@@\x04BFFL2\x01\x0f\x01\xdc\xc1\xdc\x08\x00'
This Month In 4n6 – March – 2020,2571673885292370601,19,b'0P8:N\x04BFDP8\x04:D\x04\x0f\x06D\x0f\x08\x04\x05\x18\x04B*L.8\x04\x05\x18\x04\x0fS\xaa\x01!\x01\xdc\xc2\xdc\xc1\xdc\xbe\xdc\x0c\x00'
This Week In 4n6 » Podcasts,2576085395543090608,19,b'0P8:N\x04V22>\x04:D\x04\x0f\x06D\x0f\x08\x04\t\x8c\x04HF0.*NPN\x01\x1f\x01\xdc\xc2\xe0\xc2\xdc\xbe\xdc\x0b\x00'
Breaking News Update: 6.6 Million File Unemployment Claims Due To Coronavirus,3898731205,1,"b'0,L2*>:D6\x04D2VN\x04RH0*P2\x076\x04\x0f\x08\x08\x0f\x08\x04B:@@:FD\x044:@2\x04RD2BH@FZB2DP\x04.@*:BN\x040R2\x04PF\x04.FLFD*T:LRN\x01%%\x0f\x01\xdc\xbe\xdc\xc2\xdc\xbb\xdc\xbf\xdc\xc2\xdc\xba\xdc\xc0\xdc\xc3\xdc\xc4\xdc\x0e\x00'"
#434 - The return of iPhone SE!,7195067675350376388,26,b'1\x0fMl\x04\x05\x0e\x04P82\x04L2PRLD\x04F4\x04:H8FD2\x04N2\x07Z\x01 \x01\xc2\xdc\xb8\xdc\xc1\xdc\xdc\x05\x00'
434 - The return of iPhone SE!,7213506805909507248,26,b'1\x0fMl\x04\x05\x0e\x04P82\x04L2PRLD\x04F4\x04:H8FD2\x04N2\x07Z\x01 \x01\xc2\xdc\xb8\xdc\xc1\xdc\xdc\x05\x00'
"Friday, April 3rd, 2020",4027373410,5,b'04L:0*Z\x06\x04*HL:@\x04\x0f\x05L0\x06\x04\x0fS\xaa\x01\x18\x01\xdc\xbf\xdc\x0f\x00'
"Saturday, April 4th, 2020",675825729168755510,18,b'0N*PRL0*Z\x06\x04*HL:@\x04\x0f\x06P8\x06\x04\x0fS\xaa\x01\x1a\x01\xdc\xbd\xdc\x0f\x00'
I Wanna Be Your Lover,4095345435,8,"b'0:\x04V*DD*\x04,2\x04ZFRL\x04@FT2L\x01\x19\x01\xdc\xc5\xe0\xc1\xdc\xc4\xdc\xc2\xdc\x08\x00'"
Prince,89838492718492653,15,b'0HL:D.2\x01\n\x01\xdc\t\x00'
Cornel Wilczek,3930371452,2,b'0.FLD2@\x04V:@.\\2>\x01\x12\x01\xdc\xc0\xe0\n\x00'
"Monday, April 6, 2020",4211959288,12,b'0BFD0*Z\x06\x04*HL:@\x04\x0f\x08\x06\x04\x0fS\xaa\x01\x16\x01\xdc\xbf\xdc\r\x00'
BONUS: The Race To Make Ventilators,3898026337,1,"b'0,FDRN\x076\x04P82\x04L*.2\x04PF\x04B*>2\x04T2DP:@*PFLN\x01%\x06\x01\xdc\xdc\xdc\xdc\xdc\xc4\xdc\xc3\xdc\xc2\xdc\xc4\xdc\xc2\xdc\x0e\x00'"
DFSP # 216 - DHASH,3964342179,3,b'004NH\x04\n\x94\x04\x0fL\x90\x04\x05\x0e\x0408*N8\x01\x14\x01\xdc\xdc\xdc\xdc\xbf\xdc\xdc\xdc\xdc\xdc\x00'
"Wednesday, April 8, 2020",3813838452614674025,22,b'0V20D2N0*Z\x06\x04*HL:@\x04\x0f\n\x06\x04\x0fS\xaa\x01\x19\x01\xe0\xbc\xdc\r\x00'
"Thursday, April 9, 2020",2616333618694721338,19,b'0P8RLN0*Z\x06\x04*HL:@\x04\x0f\x0b\x06\x04\x0fS\xaa\x01\x18\x01\xdc\xbd\xdc\r\x00'
Episode 263: Insurance gets smart and Google Home gets local,3992786507,4,b'02H:NF02\x04\x0fL\xbf\x076\x04:DNRL*D.2\x0462PN\x04NB*LP\x04*D0\x046FF6@2\x048FB2\x0462PN\x04@F.*@\x01%\x1d\x01\xdc\xbc\xdc\xae\xdc\xc0\xdc\x12\x00'
#435 - Here come new AirPods and the 14-inch MacBook Pro 💋,7230102023412725028,26,"b'1\x0fMm\x04\x05\x0e\x0482L2\x04.FB2\x04D2V\x04*:LHF0N\x04*D0\x04P82\x04\x0f\x10\x05\x0e:D.8\x04B*.,FF>\x04HLF\x04\r\x11\t\x01%\x19\x01\xc2\xdc\xb9\xdc\xc4\xdc\xb3\xdc\xc4\xdc\xc2\xdc\x08\x00'"
435 - Here come new AirPods and the 14-inch MacBook Pro 💋,7245037719165621052,26,"b'1\x0fMm\x04\x05\x0e\x0482L2\x04.FB2\x04D2V\x04*:LHF0N\x04*D0\x04P82\x04\x0f\x10\x05\x0e:D.8\x04B*.,FF>\x04HLF\x04\r\x11\t\x01%\x19\x01\xc2\xdc\xb9\xdc\xc4\xdc\xb3\xdc\xc4\xdc\xc2\xdc\x08\x00'"
"Friday, April 10, 2020",4027374389,5,b'04L:0*Z\x06\x04*HL:@\x04\x0f\x0c\x06\x04\x0fS\xaa\x01\x16\x01\xdc\xbf\xdc\r\x00'
"Saturday, April 11, 2020",675828980620524287,18,b'0N*PRL0*Z\x06\x04*HL:@\x04\x0f\r\x06\x04\x0fS\xaa\x01\x18\x01\xdc\xbd\xdc\r\x00'
Airplanes (feat. Hayley Williams of Paramore),3663853222,0,b'0*:LH@*D2N\x04\t\x8e42*P\x08\x048*Z@2Z\x04V:@@:*BN\x04F4\x04H*L*BFL2\t\x90\x01%\x10\x01\xdc\xb6\xdc\xc0\xe0\xbb\xdc\x0c\x00'
"Alex Grant, Bobby Simmons Jr., Christine Dominguez, Jeremy Dussolliet, Justin Franks & Tim Sommers",3774163218,0,"b'0*@2X\x046L*DP\x06\x04,F,,Z\x04N:BBFDN\x04<L\x08\x06\x04.8L:NP:D2\x040FB:D6R2\\\x06\x04<2L2BZ\x040RNNF@@:2P\x06\x04<RNP:D\x044L*D>N\x04\n\x90\x04P:B\x04NFBB2LN\x01%%$\x01\xdc\xc2\xdc\xc0\xdc\xc1\xdc\xbf\xdc\xc2\xdc\xbd\xdc\xbc\xdc\xc0\xdc\xbb\xdc\xc0\xdc\xbe\xdc\xc3\xdc\n\x00'"
"Amy Winehouse, Salaam Remi & Nasir Jones p/k/a NAS",3866825745,0,b'0*BZ\x04V:D28FRN2\x06\x04N*@**B\x04L2B:\x04\n\x90\x04D*N:L\x04<FD2N\x04H\n\x8a>\n\x8a*\x04D*N\x01%\x15\x01\xdc\xc3\xe0\xbc\xdc\xc0\xdc\xc0\xdc\xc1\xdc\xbb\xdc\xdc\xdc\x00'
Ego Has Landed,3991180649,4,b'026F\x048*N\x04@*D020\x01\x12\x01\xdc\xc3\xdc\xc3\xdc\t\x00'
Hip Hop Hits & Playa Anthems,4076353084,7,b'08:H\x048FH\x048:PN\x04\n\x90\x04H@*Z*\x04*DP82BN\x01 \x01\xdc\xc3\xdc\xc3\xdc\xc0\xdc\xc1\xdc\n\x00'
Hip Hop Is Dead (Expanded Edition),4076373497,7,b'08:H\x048FH\x04:N\x0402*0\x04\t\x8e2XH*D020\x0420:P:FD\t\x90\x01%\x05\x01\xdc\xc3\xdc\xc3\xdc\xc4\xdc\xc1\xdc\xbe\xdc\x0b\x00'
"Mark Ronson, Bruno Mars, Philip Lawrence & Jeff Bhasker",4208084620,12,"b'0B*L>\x04LFDNFD\x06\x04,LRDF\x04B*LN\x06\x04H8:@:H\x04@*VL2D.2\x04\n\x90\x04<244\x04,8*N>2L\x01%\x1a\x01\xdc\xc2\xdc\xbf\xdc\xc1\xdc\xc1\xdc\xc0\xdc\xbc\xdc\xc2\xdc\n\x00'"
My Head (Para One Remix ),4214880367,12,b'0BZ\x0482*0\x04\t\x8eH*L*\x04FD2\x04L2B:X\x04\t\x90\x01\x1d\x01\xdc\xc4\xdc\xc1\xdc\xc2\xdc\xc3\xdc\n\x00'
